Trigger.started,Trigger.stopped,key_resp_4.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,Session,Subject,date,expName,psychopyVersion,OS,frameRate
0.0003,0.9081,,-0.13031684,-0.236263021,1,0,0,1,,2023-09-27_15h46.22.893,Motor_Task,2023.2.2,MacIntel,59.99880002
