Trigger.started,Trigger.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,Session,Subject,date,expName,psychopyVersion,OS,frameRate,complex_block.started,complex_block.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,complex_block_loop.thisRepN,complex_block_loop.thisTrialN,complex_block_loop.thisN,complex_block_loop.thisIndex,complex_block_loop.ran,trial,finger,markerPos,correctResp,new_block_loop.thisRepN,new_block_loop.thisTrialN,new_block_loop.thisN,new_block_loop.thisIndex,new_block_loop.ran,endBuffer.started,endBuffer.stopped
0.0002,23.9126,lshift,23.8737,,0.019171007,0.51187066,0,0,0,1,,2023-09-27_15h43.13.897,Motor_Task,2023.2.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.13.897,Motor_Task,2023.2.2,MacIntel,60.0024001,23.94,24.8109,2,1,0.8658,,0,0,0,0,1,1,M,,2,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.13.897,Motor_Task,2023.2.2,MacIntel,60.0024001,24.8118,25.3788,3,1,0.5613,,0,1,1,1,1,2,R,,3,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.13.897,Motor_Task,2023.2.2,MacIntel,60.0024001,25.3792,26.0611,2,1,0.6776,,0,2,2,2,1,3,M,,2,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.13.897,Motor_Task,2023.2.2,MacIntel,60.0024001,26.0615,26.6446,3,1,0.5747,,0,3,3,3,1,4,R,,3,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.13.897,Motor_Task,2023.2.2,MacIntel,60.0024001,26.6451,27.2625,1,1,0.611,,0,4,4,4,1,5,I,,1,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.13.897,Motor_Task,2023.2.2,MacIntel,60.0024001,27.2627,27.8126,1,1,0.5444,,0,5,5,5,1,6,I,,1,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.13.897,Motor_Task,2023.2.2,MacIntel,60.0024001,27.8128,28.4295,3,1,0.6085,,0,6,6,6,1,7,R,,3,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.13.897,Motor_Task,2023.2.2,MacIntel,60.0024001,28.4303,28.8957,2,1,0.4637,,0,7,7,7,1,8,M,,2,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.13.897,Motor_Task,2023.2.2,MacIntel,60.0024001,28.896,29.4612,4,1,0.5591,,0,8,8,8,1,9,L,,4,,,,,,,
