Trigger.started,Trigger.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,Session,Subject,date,expName,psychopyVersion,OS,frameRate,complex_block.started,complex_block.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,complex_block_loop.thisRepN,complex_block_loop.thisTrialN,complex_block_loop.thisN,complex_block_loop.thisIndex,complex_block_loop.ran,trial,finger,markerPos,correctResp,new_block_loop.thisRepN,new_block_loop.thisTrialN,new_block_loop.thisN,new_block_loop.thisIndex,new_block_loop.ran,endBuffer.started,endBuffer.stopped
0.0006,11.8183,1,11.7728,,0.18023286,-0.07794525,0,0,0,1,,2023-09-27_15h43.44.346,Motor_Task,2023.2.2,Linux x86_64,30.00210015,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.44.346,Motor_Task,2023.2.2,Linux x86_64,30.00210015,11.8934,12.5832,2,1,0.6696,,0,0,0,0,1,1,M,,2,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.44.346,Motor_Task,2023.2.2,Linux x86_64,30.00210015,12.5851,13.1489,3,1,0.56,,0,1,1,1,1,2,R,,3,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.44.346,Motor_Task,2023.2.2,Linux x86_64,30.00210015,13.1503,13.7826,2,1,0.6127,,0,2,2,2,1,3,M,,2,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.44.346,Motor_Task,2023.2.2,Linux x86_64,30.00210015,13.7839,14.3493,3,1,0.54,,0,3,3,3,1,4,R,,3,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.44.346,Motor_Task,2023.2.2,Linux x86_64,30.00210015,14.3505,14.9491,1,1,0.5896,,0,4,4,4,1,5,I,,1,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.44.346,Motor_Task,2023.2.2,Linux x86_64,30.00210015,14.9501,15.5823,1,1,0.6112,,0,5,5,5,1,6,I,,1,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.44.346,Motor_Task,2023.2.2,Linux x86_64,30.00210015,15.5835,16.1819,3,1,0.59,,0,6,6,6,1,7,R,,3,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.44.346,Motor_Task,2023.2.2,Linux x86_64,30.00210015,16.1828,16.7822,2,1,0.5844,,0,7,7,7,1,8,M,,2,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.44.346,Motor_Task,2023.2.2,Linux x86_64,30.00210015,16.7832,17.4168,4,1,0.6189,,0,8,8,8,1,9,L,,4,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.44.346,Motor_Task,2023.2.2,Linux x86_64,30.00210015,17.4179,18.049,1,1,0.6158,,0,9,9,9,1,10,I,,1,,,,,,,
