Trigger.started,Trigger.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,Session,Subject,date,expName,psychopyVersion,OS,frameRate,complex_block.started,complex_block.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,complex_block_loop.thisRepN,complex_block_loop.thisTrialN,complex_block_loop.thisN,complex_block_loop.thisIndex,complex_block_loop.ran,trial,finger,markerPos,correctResp,new_block_loop.thisRepN,new_block_loop.thisTrialN,new_block_loop.thisN,new_block_loop.thisIndex,new_block_loop.ran,endBuffer.started,endBuffer.stopped
0.0004,14.7601,1,14.6926,,0.008885362,-0.029778103,0,0,0,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,14.7814,15.4904,2,1,0.7062,,0,0,0,0,1,1,M,,2,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,15.4907,16.0569,3,1,0.5632,,0,1,1,1,1,2,R,,3,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,16.0571,16.6597,2,1,0.6009,,0,2,2,2,1,3,M,,2,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,16.6601,17.2235,3,1,0.5604,,0,3,3,3,1,4,R,,3,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,17.2238,17.7736,1,1,0.5466,,0,4,4,4,1,5,I,,1,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,17.7737,18.3404,1,1,0.5634,,0,5,5,5,1,6,I,,1,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,18.3407,18.8572,3,1,0.5131,,0,6,6,6,1,7,R,,3,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,18.8574,19.3901,2,1,0.5299,,0,7,7,7,1,8,M,,2,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,19.3903,20.0261,4,1,0.6302,,0,8,8,8,1,9,L,,4,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,20.0264,20.5594,1,1,0.5315,,0,9,9,9,1,10,I,,1,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,20.5598,21.0573,2,1,0.4941,,1,0,10,0,1,1,M,,2,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,21.0576,21.5242,3,1,0.4625,,1,1,11,1,1,2,R,,3,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,21.5246,22.0397,2,1,0.5113,,1,2,12,2,1,3,M,,2,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,22.0399,22.5416,3,1,0.5,,1,3,13,3,1,4,R,,3,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,22.5422,23.0568,1,1,0.5119,,1,4,14,4,1,5,I,,1,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,23.057,23.573,1,1,0.5154,,1,5,15,5,1,6,I,,1,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,23.5733,24.076,3,1,0.497,,1,6,16,6,1,7,R,,3,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,24.0763,24.5395,2,1,0.4608,,1,7,17,7,1,8,M,,2,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,24.54,25.3068,4,1,0.7636,,1,8,18,8,1,9,L,,4,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,25.307,25.7998,1,1,0.4924,,1,9,19,9,1,10,I,,1,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,25.8,26.2921,2,1,0.4904,,2,0,20,0,1,1,M,,2,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,26.2923,26.7563,3,1,0.4626,,2,1,21,1,1,2,R,,3,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,26.7565,27.19,2,1,0.4313,,2,2,22,2,1,3,M,,2,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,27.1902,27.6567,3,1,0.4635,,2,3,23,3,1,4,R,,3,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,27.6571,28.1233,1,1,0.4643,,2,4,24,4,1,5,I,,1,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,28.1236,28.74,1,1,0.6139,,2,5,25,5,1,6,I,,1,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,28.7403,29.24,3,1,0.4971,,2,6,26,6,1,7,R,,3,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,29.2403,29.7242,2,1,0.4836,,2,7,27,7,1,8,M,,2,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,29.7244,30.2901,4,1,0.5624,,2,8,28,8,1,9,L,,4,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,30.2903,30.79,1,1,0.4969,,2,9,29,9,1,10,I,,1,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,30.7901,31.3733,2,1,0.5805,,3,0,30,0,1,1,M,,2,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,31.3735,31.8394,3,1,0.464,,3,1,31,1,1,2,R,,3,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,31.8396,32.4566,2,1,0.6134,,3,2,32,2,1,3,M,,2,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,32.4568,33.0233,3,1,0.5636,,3,3,33,3,1,4,R,,3,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,33.0236,33.64,1,1,0.6134,,3,4,34,4,1,5,I,,1,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,33.6403,34.2065,1,1,0.5634,,3,5,35,5,1,6,I,,1,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,34.2068,34.74,3,1,0.5303,,3,6,36,6,1,7,R,,3,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,34.7402,35.2399,2,1,0.4973,,3,7,37,7,1,8,M,,2,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,35.2401,35.7565,4,1,0.5136,,3,8,38,8,1,9,L,,4,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,35.7568,36.2733,1,1,0.5136,,3,9,39,9,1,10,I,,1,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,36.2735,36.8566,2,1,0.5805,,4,0,40,0,1,1,M,,2,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,36.8569,37.3234,3,1,0.4657,,4,1,41,1,1,2,R,,3,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,37.3236,37.8899,2,1,0.5641,,4,2,42,2,1,3,M,,2,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,37.8901,38.3917,3,1,0.4977,,4,3,43,3,1,4,R,,3,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,38.3922,38.8899,1,1,0.4947,,4,4,44,4,1,5,I,,1,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,38.89,39.5062,1,1,0.6146,,4,5,45,5,1,6,I,,1,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,39.5065,40.0574,3,1,0.5462,,4,6,46,6,1,7,R,,3,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,40.0579,40.5233,2,1,0.4615,,4,7,47,7,1,8,M,,2,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,40.5235,41.0731,4,1,0.5469,,4,8,48,8,1,9,L,,4,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,41.0734,41.5731,1,1,0.4968,,4,9,49,9,1,10,I,,1,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,41.5733,42.1228,2,1,0.547,,5,0,50,0,1,1,M,,2,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,42.123,42.6922,3,1,0.567,,5,1,51,1,1,2,R,,3,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,42.6925,43.2067,2,1,0.5115,,5,2,52,2,1,3,M,,2,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,43.207,43.7399,3,1,0.5293,,5,3,53,3,1,4,R,,3,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,43.7407,44.2565,1,1,0.5122,,5,4,54,4,1,5,I,,1,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,44.2567,44.8064,1,1,0.5469,,5,5,55,5,1,6,I,,1,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,44.8067,45.3393,3,1,0.5306,,5,6,56,6,1,7,R,,3,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,45.3396,45.8066,2,1,0.4661,,5,7,57,7,1,8,M,,2,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,45.8068,46.4231,4,1,0.6136,,5,8,58,8,1,9,L,,4,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,46.4233,46.9069,1,1,0.4803,,5,9,59,9,1,10,I,,1,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,46.9071,47.4065,2,1,0.4968,,6,0,60,0,1,1,M,,2,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,47.4068,47.907,3,1,0.4973,,6,1,61,1,1,2,R,,3,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,47.9072,48.406,2,1,0.4967,,6,2,62,2,1,3,M,,2,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,48.4062,48.9563,3,1,0.5473,,6,3,63,3,1,4,R,,3,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,48.9566,49.5092,1,1,0.5503,,6,4,64,4,1,5,I,,1,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,49.5095,50.0398,1,1,0.5273,,6,5,65,5,1,6,I,,1,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,50.04,50.5402,3,1,0.4978,,6,6,66,6,1,7,R,,3,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,50.5404,51.023,2,1,0.4798,,6,7,67,7,1,8,M,,2,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,51.0234,51.5397,4,1,0.5141,,6,8,68,8,1,9,L,,4,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,51.5399,52.0395,1,1,0.4973,,6,9,69,9,1,10,I,,1,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,52.0397,52.5748,2,1,0.5305,,7,0,70,0,1,1,M,,2,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,52.5753,53.0577,3,1,0.4779,,7,1,71,1,1,2,R,,3,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,53.0583,53.6729,2,1,0.6118,,7,2,72,2,1,3,M,,2,,,,,,,
,,,,,,,,,,1,,2023-09-27_15h43.26.517,Motor_Task,2023.2.2,MacIntel,60.0024001,53.6732,54.273,3,1,0.5968,,7,3,73,3,1,4,R,,3,,,,,,,
