Trigger.started,Trigger.stopped,key_resp_4.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,Session,Subject,date,expName,psychopyVersion,OS,frameRate
0,11.596,,0.300959233,0.17146283,1,0,0,1,Li,2023-09-27_15h43.39.491,Motor_Task,2023.2.2,MacIntel,58.82352941
